Geography,Year,Exp. based GDP (2012 chained C$),Exp. based GDP (current C$),Income based GDP,Industry GDP (current C$),Industry GDP (2012 chained C$),CPI (all items),CPI (gasoline),Labour force (persons*1000),"Employment (persons*1,000)","Unemployment (persons*1,000)",Unemployment rate,Population,Exp. based GDP per capita (2012 chained C$),Exp. based GDP per capita (current C$),Income based GDP per capita,Industry GDP per capita (current C$),Industry GDP per capita (2012 chained C$)
British Columbia,2019,271789.0,309059.0,309059.0,0.0,252063.8,131.4,198.7,5596.3,5332.900000000001,263.4,0.21928681623727497,5090955.0,53386.64356687498,60707.47040584723,60707.47040584723,0.0,49512.0856499419
Yukon,2010,2343.0,2314.0,2314.0,2227.0,2253.5,114.7,137.5,,,,,34596.0,67724.5924384322,66886.34524222453,66886.34524222453,64371.603653601574,65137.588160480984
Yukon,2011,2460.0,2495.0,2495.0,2398.8,2363.6,118.1,157.7,,,,,35411.0,69469.9387196069,70458.33215667447,70458.33215667447,67741.66219536302,66747.6207957979
Yukon,2012,2558.0,2558.0,2558.0,2457.6,2457.6,120.8,163.4,,,,,36234.0,70596.6771540542,70596.6771540542,70596.6771540542,67825.79897333996,67825.79897333996
Yukon,2013,2595.0,2654.0,2654.0,2556.2,2494.6,122.8,165.0,,,,,36521.0,71055.00944661976,72670.51833191862,72670.51833191862,69992.60699323677,68305.90619095862
Yukon,2014,2614.0,2744.0,2744.0,2650.3,2510.9,124.4,163.9,,,,,37137.0,70388.02272666074,73888.57473678542,73888.57473678542,71365.48455718017,67611.81570940034
Yukon,2015,2409.0,2636.0,2636.0,2541.7,2320.2,124.1,138.2,,,,,37690.0,63916.15813213054,69938.97585566464,69938.97585566464,67436.98593791456,61560.095516051995
Yukon,2016,2588.0,2789.0,2789.0,2691.4,2487.6,125.4,133.8,,,,,38547.0,67138.81754740966,72353.23112045036,72353.23112045036,69821.25716657587,64534.204996497785
Yukon,2017,2634.0,2883.0,2883.0,2781.0,2536.9,127.5,142.6,,,,,39669.0,66399.45549421462,72676.39718672012,72676.39718672012,70105.11986689859,63951.70032014924
Yukon,2018,2734.0,3056.0,3056.0,0.0,2632.3,130.6,160.9,,,,,40613.0,67318.34634230418,75246.84214414105,75246.84214414105,0.0,64814.22204712776
Yukon,2019,2757.0,3157.0,3157.0,0.0,2650.7,133.2,163.2,,,,,41477.0,66470.57405308966,76114.47308146683,76114.47308146683,0.0,63907.707886298434
Northwest Territories,2010,4843.0,4817.0,4817.0,4677.9,4707.0,117.9,134.2,,,,,43285.0,111886.33475799931,111285.66477994686,111285.66477994686,108072.08039736628,108744.36871895577
Northwest Territories,2011,4408.0,4734.0,4734.0,4585.0,4273.9,121.6,153.0,,,,,43504.0,101324.01618242002,108817.57999264436,108817.57999264436,105392.60757631483,98241.54100772343
Northwest Territories,2012,4394.0,4394.0,4394.0,4249.9,4249.9,124.3,157.9,,,,,43648.0,100668.98826979472,100668.98826979472,100668.98826979472,97367.57697947213,97367.57697947213
Northwest Territories,2013,4521.0,4484.0,4484.0,4353.1,4367.3,126.2,158.1,,,,,43805.0,103207.39641593426,102362.74397899784,102362.74397899784,99374.50062778222,99698.66453601189
Northwest Territories,2014,4735.0,4782.0,4782.0,4656.5,4574.6,128.4,157.6,,,,,43884.0,107898.0949776684,108969.10035548265,108969.10035548265,106109.28812323397,104243.00428402152
Northwest Territories,2015,4779.0,4721.0,4721.0,4597.5,4621.3,130.4,139.6,,,,,44237.0,108031.73813775799,106720.61848678708,106720.61848678708,103928.83785066799,104466.84901779055
Northwest Territories,2016,4712.0,4450.0,4450.0,4303.7,4570.3,131.9,129.4,,,,,44649.0,105534.27848328071,99666.28591905753,99666.28591905753,96389.61678872987,102360.6351765997
Northwest Territories,2017,4873.0,4627.0,4627.0,4476.6,4736.6,133.5,134.9,,,,,44891.0,108551.8255329576,103071.88523312022,103071.88523312022,99721.54774899202,105513.35456995835
Northwest Territories,2018,4911.0,4738.0,4738.0,0.0,4763.8,136.6,155.1,,,,,44981.0,109179.43131544431,105333.36297547854,105333.36297547854,0.0,105906.93848513818
Northwest Territories,2019,4517.0,4542.0,4542.0,0.0,4376.4,138.8,150.4,,,,,45028.0,100315.35933197122,100870.56942346983,100870.56942346983,0.0,97192.85777738296
Nunavut,2010,2039.0,1915.0,1915.0,1890.4,2004.3,111.8,0.0,,,,,33352.0,61135.76397217558,57417.846006236505,57417.846006236505,56680.25905492924,60095.34660590069
Nunavut,2011,2150.0,2036.0,2036.0,2009.2,2120.3,113.4,0.0,,,,,34192.0,62880.20589611605,59546.09265325223,59546.09265325223,58762.28357510529,62011.58165652785
Nunavut,2012,2199.0,2200.0,2200.0,2173.1,2173.1,115.3,0.0,,,,,34672.0,63422.93493308722,63451.776649746185,63451.776649746185,62675.934471619745,62675.934471619745
Nunavut,2013,2410.0,2295.0,2295.0,2270.7,2392.5,116.6,0.0,,,,,35337.0,68200.46976257181,64946.09050004245,64946.09050004245,64258.42601239494,67705.23813566516
Nunavut,2014,2379.0,2383.0,2383.0,2350.9,2362.6,118.1,0.0,,,,,35971.0,66136.61004698228,66247.81073642656,66247.81073642656,65355.42520363627,65680.68722026076
Nunavut,2015,2372.0,2421.0,2421.0,2380.4,2353.0,120.4,0.0,,,,,36488.0,65007.67375575532,66350.58101293576,66350.58101293576,65237.88642841483,64486.95461521596
Nunavut,2016,2492.0,2582.0,2582.0,2536.3,2479.2,123.4,0.0,,,,,36975.0,67396.88979039891,69830.96686950642,69830.96686950642,68594.9966193374,67050.70993914806
Nunavut,2017,2821.0,3031.0,3031.0,2969.7,2806.3,125.4,0.0,,,,,37546.0,75134.50167794172,80727.64076066692,80727.64076066692,79094.9768284238,74742.98194215097
Nunavut,2018,2968.0,3353.0,3353.0,0.0,2946.0,129.2,0.0,,,,,38143.0,77812.44265002753,87906.03780510185,87906.03780510185,0.0,77235.66578402328
Nunavut,2019,3161.0,3689.0,3689.0,0.0,3136.3,131.4,0.0,,,,,38614.0,81861.50100999637,95535.29807841715,95535.29807841715,0.0,81221.83663956079
Outside Canada,2010,788.0,752.0,752.0,,,,,,,,,,,,,,
Outside Canada,2011,781.0,744.0,744.0,,,,,,,,,,,,,,
Outside Canada,2012,739.0,739.0,739.0,,,,,,,,,,,,,,
Outside Canada,2013,709.0,726.0,726.0,,,,,,,,,,,,,,
Outside Canada,2014,695.0,720.0,720.0,,,,,,,,,,,,,,
Outside Canada,2015,667.0,696.0,696.0,,,,,,,,,,,,,,
Outside Canada,2016,671.0,718.0,718.0,,,,,,,,,,,,,,
Outside Canada,2017,698.0,746.0,746.0,,,,,,,,,,,,,,
Outside Canada,2018,741.0,808.0,808.0,,,,,,,,,,,,,,
Outside Canada,2019,731.0,790.0,790.0,,,,,,,,,,,,,,
Canada,2020,,,,,,137.0,146.7,39793.2,35998.4,3794.8,0.45337185939194447,38005238.0,,,,,
Newfoundland and Labrador,2020,,,,,,139.6,138.7,498.1,428.1,70.0,0.6306111862822978,522103.0,,,,,
Prince Edward Island,2020,,,,,,137.9,144.1,171.2,153.39999999999998,17.8,0.45464755248104183,159625.0,,,,,
Nova Scotia,2020,,,,,,137.9,124.8,974.5999999999999,879.3999999999999,95.10000000000001,0.44446900093350905,979351.0,,,,,
New Brunswick,2020,,,,,,136.6,130.4,781.5,703.3000000000001,78.2,0.46491857507778,781476.0,,,,,
Quebec,2020,,,,,,132.8,144.1,8995.6,8199.2,796.1999999999999,0.41545308058174046,8574571.0,,,,,
Ontario,2020,,,,,,138.4,146.4,15532.1,14043.2,1488.8,0.46331240699942966,14734014.0,,,,,
Manitoba,2020,,,,,,137.5,144.4,1371.6,1261.8999999999999,109.80000000000001,0.3680150763957361,1379263.0,,,,,
Saskatchewan,2020,,,,,,140.7,135.7,1187.8,1088.2,99.69999999999999,0.3924075184576582,1178681.0,,,,,
Alberta,2020,,,,,,144.7,143.5,4810.0,4259.6,550.5,0.5506918137076167,4421876.0,,,,,
British Columbia,2020,,,,,,132.4,171.1,5470.700000000001,4982.099999999999,488.6,0.42263114387702577,5147712.0,,,,,
Yukon,2020,,,,,,134.5,143.5,,,,,42052.0,,,,,
Northwest Territories,2020,,,,,,138.9,131.4,,,,,45161.0,,,,,
Nunavut,2020,,,,,,131.4,0.0,,,,,39353.0,,,,,
